"ncbi_taxon_id","aphia_id","species_canonical","synonyms","subspecies","target_list_status","sequencing_status","status","publication_id","rank","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","spec_code","order","family_x","Genus","authority","FBname","DemersPelag","Subfamily","depth_min_in_m","depth_max_in_m","common_depth_min","common_depth_max","length_max_in_cm","common_length_in_cm","weight_max_in_g","TempMin","TempMax"
27588,105887,"Raja montagui","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4329,"Rajiformes","Rajidae","Raja","Fowler, 1910","Spotted ray","demersal",NA,8,530,NA,NA,102,50,NA,NA,NA
223861,105888,"Raja polystigma","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9283,"Rajiformes","Rajidae","Raja","Regan, 1923","Speckled ray","demersal",NA,100,400,NA,NA,60,NA,NA,NA,NA
223860,105889,"Raja radula","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8929,"Rajiformes","Rajidae","Raja","Delaroche, 1809","Rough ray","demersal",NA,NA,300,NA,NA,70,NA,NA,NA,NA
182855,105891,"Raja undulata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7617,"Rajiformes","Rajidae","Raja","Lacepède, 1802","Undulate ray","demersal",NA,50,200,NA,NA,100,NA,NA,NA,NA
906900,105892,"Rajella bathyphila","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8935,"Rajiformes","Rajidae","Rajella","(Holt & Byrne, 1908)","Deep-water ray","bathydemersal",NA,600,2300,1300,1400,90,NA,NA,2.5,4
473382,105893,"Rajella bigelowi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8936,"Rajiformes","Rajidae","Rajella","(Stehmann, 1978)","Bigelow's ray","bathydemersal",NA,650,4156,1500,NA,55,NA,NA,NA,NA
417956,105894,"Rajella fyllae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7615,"Rajiformes","Rajidae","Rajella","(Lütken, 1887)","Round ray","bathydemersal",NA,147,2055,300,800,60,NA,NA,1,7
417957,105895,"Rajella kukujevi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,54102,"Rajiformes","Rajidae","Rajella","(Dolganov, 1985)","Mid-Atlantic skate","bathydemersal",NA,750,2191,NA,NA,84,NA,NA,NA,NA
420456,105896,"Rostroraja alba","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7613,"Rajiformes","Rajidae","Rostroraja","(Lacepède, 1803)","White skate","demersal",NA,30,600,50,500,230,NA,NA,NA,NA
1213707,105898,"Rhinobatos rhinobatos","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,5016,"Rhinopristiformes","Rhinobatidae","Rhinobatos","(Linnaeus, 1758)","Common guitarfish","demersal",NA,0,100,NA,NA,185,80,26550,NA,NA
212737,105899,"Centrophorus granulosus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,648,"Squaliformes","Centrophoridae","Centrophorus","(Bloch & Schneider, 1801)","Gulper shark","bathydemersal",NA,50,1500,200,600,170,NA,NA,NA,NA
1114295,105900,"Centrophorus lusitanicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,650,"Squaliformes","Centrophoridae","Centrophorus","Barbosa du Bocage & de Brito Capello, 1864","Lowfin gulper shark","bathydemersal",NA,300,1400,NA,NA,160,NA,NA,NA,NA
335027,105901,"Centrophorus squamosus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,653,"Squaliformes","Centrophoridae","Centrophorus","(Bonnaterre, 1788)","Leafscale gulper shark","bathydemersal",NA,145,2400,NA,NA,164,NA,NA,NA,NA
495836,105902,"Centrophorus uyato","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2020-04-23 08:42:40,655,"Squaliformes","Centrophoridae","Centrophorus","(Rafinesque, 1810)","Little gulper shark","bathydemersal",NA,50,1400,200,NA,110,NA,7340,NA,NA
473361,105904,"Deania hystricosa","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,671,"Squaliformes","Centrophoridae","Deania","(Garman, 1906)","Rough longnose dogfish","bathydemersal",NA,600,1394,NA,NA,84,NA,NA,NA,NA
876118,105905,"Deania profundorum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,672,"Squaliformes","Centrophoridae","Deania","(Smith & Radcliffe, 1912)","Arrowhead dogfish","bathydemersal",NA,205,1800,NA,NA,110,NA,NA,NA,NA
170813,105906,"Centroscyllium fabricii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,656,"Squaliformes","Etmopteridae","Centroscyllium","(Reinhardt, 1825)","Black dogfish","bathydemersal",NA,NA,NA,180,2250,107,84,NA,1,4.6
455296,105907,"Centroscymnus coelolepis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,662,"Squaliformes","Somniosidae","Centroscymnus","Barbosa du Bocage & de Brito Capello, 1864","Portuguese dogfish","bathydemersal",NA,128,3700,400,2000,121,92,10100,5,13
170817,105910,"Dalatias licha","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,669,"Squaliformes","Dalatiidae","Dalatias","(Bonnaterre, 1788)","Kitefin shark","bathydemersal",NA,37,1800,300,600,182,NA,NA,NA,NA
473364,105911,"Etmopterus princeps","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,683,"Squaliformes","Etmopteridae","Etmopterus","Collett, 1904","Great lanternshark","bathydemersal",NA,300,2213,300,2000,94,NA,NA,NA,NA
495852,105912,"Etmopterus pusillus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,684,"Squaliformes","Etmopteridae","Etmopterus","(Lowe, 1839)","Smooth lanternshark","bathydemersal",NA,0,1120,400,700,50,NA,NA,NA,NA
648166,105913,"Etmopterus spinax","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,687,"Squaliformes","Etmopteridae","Etmopterus","(Linnaeus, 1758)","Velvet belly","bathydemersal",NA,70,2490,200,500,60,45,850,NA,NA
1016941,105914,"Oxynotus centrina","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,718,"Squaliformes","Oxynotidae","Oxynotus","(Linnaeus, 1758)","Angular roughshark","bathydemersal",NA,60,1309,NA,NA,150,55,NA,NA,NA
862900,105915,"Oxynotus paradoxus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,719,"Squaliformes","Oxynotidae","Oxynotus","Frade, 1929","Sailfin roughshark","bathydemersal",NA,265,1044,NA,NA,120,85,NA,NA,NA
862902,105918,"Scymnodon ringens","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,700,"Squaliformes","Somniosidae","Scymnodon","Barbosa du Bocage & de Brito Capello, 1864","Knifetooth dogfish","bathypelagic",NA,200,1600,550,1450,110,NA,NA,NA,NA
191813,105919,"Somniosus microcephalus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,138,"Squaliformes","Somniosidae","Somniosus","(Bloch & Schneider, 1801)","Greenland shark","benthopelagic",NA,0,2992,200,600,427,NA,NA,-1.8,17.2
263719,105920,"Somniosus rostratus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,704,"Squaliformes","Somniosidae","Somniosus","(Risso, 1827)","Little sleeper shark","bathydemersal",NA,200,1330,NA,NA,143,100,NA,NA,NA
1213714,105921,"Squaliolus laticaudus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,705,"Squaliformes","Dalatiidae","Squaliolus","Smith & Radcliffe, 1912","Spined pygmy shark","bathypelagic",NA,200,1200,NA,NA,22,NA,NA,NA,NA
862826,105922,"Echinorhinus brucus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,641,"Echinorhiniformes","Echinorhinidae","Echinorhinus","(Bonnaterre, 1788)","Bramble shark","bathydemersal",NA,10,900,350,900,310,200,NA,NA,NA
7797,105923,"Squalus acanthias","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,139,"Squaliformes","Squalidae","Squalus","Linnaeus, 1758","Picked dogfish","bathydemersal",NA,0,1978,50,300,160,100,9100,7,15
934694,105924,"Squalus blainville","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,708,"Squaliformes","Squalidae","Squalus","(Risso, 1827)","Longnose spurdog","demersal",NA,15,1500,NA,NA,121.599998474121,NA,7262,11,18
335062,105925,"Squalus megalops","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,711,"Squaliformes","Squalidae","Squalus","(MacLeay, 1881)","Shortnose spurdog","demersal",NA,30,750,80,300,72,NA,NA,9,23
661032,105926,"Squatina aculeata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,725,"Squatiniformes","Squatinidae","Squatina","Cuvier, 1829","Sawback angelshark","demersal",NA,30,500,NA,NA,188,100,40000,NA,NA
661040,105927,"Squatina oculata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,735,"Squatiniformes","Squatinidae","Squatina","Bonaparte, 1840","Smoothback angelshark","demersal",NA,5,500,50,100,160,120,NA,NA,NA
263718,105928,"Squatina squatina","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2020-09-24 06:35:24,736,"Squatiniformes","Squatinidae","Squatina","(Linnaeus, 1758)","Angelshark","demersal",NA,5,150,NA,NA,183,150,80000,NA,NA
42330,126276,"Acipenser naccarii","[]","-","long_list","-","superseded combination","-","Species",1,1,1,0,NA,2025-05-30 16:21:57,2504,"Acipenseriformes","Acipenseridae","Acipenser","Bonaparte, 1836","Adriatic sturgeon","demersal","Acipenserinae",10,40,NA,NA,200,NA,25000,NA,NA
61967,126277,"Acipenser nudiventris","[]","-","long_list","-","superseded combination","-","Species",1,1,1,0,NA,2025-05-30 16:21:57,2505,"Acipenseriformes","Acipenseridae","Acipenser","Lovetsky, 1828","Fringebarbel sturgeon","demersal","Acipenserinae",30,60,NA,NA,211,132,80000,10,20
7903,126278,"Acipenser stellatus","[]","-","long_list","-","superseded combination","-","Species",1,1,1,0,NA,2025-05-30 16:21:57,2065,"Acipenseriformes","Acipenseridae","Acipenser","Pallas, 1771","Starry sturgeon","demersal","Acipenserinae",10,100,NA,NA,250,125,80000,10,20
61674,126279,"Acipenser sturio","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,2066,"Acipenseriformes","Acipenseridae","Acipenser","Linnaeus, 1758","Sturgeon","demersal","Acipenserinae",4,93,5,60,600,125,4e+05,10,18
61971,126280,"Huso huso","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,2067,"Acipenseriformes","Acipenseridae","Huso","(Linnaeus, 1758)","Beluga","pelagic-neritic","Acipenserinae",70,180,NA,NA,800,215,3200000,10,20
7936,126281,"Anguilla anguilla","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,35,"Anguilliformes","Anguillidae","Anguilla","(Linnaeus, 1758)","European eel","demersal",NA,0,700,NA,NA,121.5,35,6599,4,20
2420059,126282,"Chlopsis bicolor","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,11949,"Anguilliformes","Chlopsidae","Chlopsis","Rafinesque, 1810","Bicolor eel","demersal",NA,80,365,NA,NA,42,NA,NA,NA,NA
182421,126283,"Ariosoma balearicum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1744,"Anguilliformes","Congridae","Ariosoma","(Delaroche, 1809)","Bandtooth conger","reef-associated","Bathymyrinae",1,732,20,100,35,25,NA,NA,NA
391202,126284,"Bathyuroconger vicinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9061,"Anguilliformes","Congridae","Bathyuroconger","(Vaillant, 1888)","Large-toothed conger","benthopelagic","Congrinae",50,1318,900,1000,88,NA,NA,NA,NA
82655,126285,"Conger conger","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,301,"Anguilliformes","Congridae","Conger","(Linnaeus, 1758)","European conger","demersal","Congrinae",0,1171,NA,NA,300,100,110000,NA,NA
1986965,126288,"Heteroconger longissimus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9062,"Anguilliformes","Congridae","Heteroconger","Günther, 1870","Brown garden eel","reef-associated","Heterocongrinae",10,60,20,60,51,NA,NA,NA,NA
2587481,126289,"Paraconger macrops","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,16331,"Anguilliformes","Congridae","Paraconger","(Günther, 1870)","Blackspot conger","demersal","Bathymyrinae",30,100,NA,NA,50,NA,NA,NA,NA
2100602,126290,"Pseudophichthys splendens","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9065,"Anguilliformes","Congridae","Pseudophichthys","(Lea, 1913)","Purplemouthed conger","bathydemersal","Congrinae",37,1647,NA,NA,38.7000007629395,NA,NA,NA,NA
391192,126291,"Derichthys serpentinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7445,"Anguilliformes","Derichthyidae","Derichthys","Gill, 1884","Narrownecked oceanic eel","bathypelagic",NA,0,2000,200,700,40,NA,NA,NA,NA
189506,126292,"Nessorhamphus ingolfianus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9100,"Anguilliformes","Derichthyidae","Nessorhamphus","(Schmidt, 1912)","Duckbill oceanic eel","bathypelagic",NA,0,1800,NA,NA,60,NA,NA,NA,NA
391196,126295,"Cynoponticus ferox","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4952,"Anguilliformes","Muraenesocidae","Cynoponticus","Costa, 1846","Guinean pike conger","demersal",NA,10,100,NA,NA,200,150,NA,NA,NA
7946,126296,"Muraenesox cinereus","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,298,"Anguilliformes","Muraenesocidae","Muraenesox","(Forsskål, 1775)","Daggertooth pike conger","demersal",NA,NA,800,NA,300,220,80,NA,NA,NA
426092,126298,"Enchelycore anatina","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8087,"Anguilliformes","Muraenidae","Enchelycore","(Lowe, 1838)","Fangtooth moray","reef-associated","Muraeninae",3,60,NA,NA,120,NA,NA,NA,NA
320331,126299,"Gymnothorax maderensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9033,"Anguilliformes","Muraenidae","Gymnothorax","(Johnson, 1862)","Sharktooth moray","demersal","Muraeninae",85,200,NA,NA,100,NA,NA,NA,NA
349669,126300,"Gymnothorax polygonius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9035,"Anguilliformes","Muraenidae","Gymnothorax","Poey, 1875","Polygon moray","demersal","Muraeninae",10,256,50,NA,98,NA,NA,NA,NA
296138,126301,"Gymnothorax unicolor","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1730,"Anguilliformes","Muraenidae","Gymnothorax","(Delaroche, 1809)","Brown moray","demersal","Muraeninae",0,20,NA,NA,100,NA,NA,NA,NA
722564,126302,"Gymnothorax vicinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7548,"Anguilliformes","Muraenidae","Gymnothorax","(Castelnau, 1855)","Purplemouth moray","reef-associated","Muraeninae",NA,145,NA,NA,132,70,750,NA,NA
46662,126303,"Muraena helena","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1729,"Anguilliformes","Muraenidae","Muraena","Linnaeus, 1758","Mediterranean moray","reef-associated","Muraeninae",1,801,100,300,150,80,6450,NA,NA
121280,126304,"Avocettina infans","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5099,"Anguilliformes","Nemichthyidae","Avocettina","(Günther, 1878)","Avocet snipe eel","bathypelagic",NA,0,4580,1200,2000,80,NA,NA,NA,NA
1232745,126305,"Nemichthys curvirostris","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9107,"Anguilliformes","Nemichthyidae","Nemichthys","(Strömman, 1896)","Pale threadtail snipe eel","bathypelagic",NA,0,2000,NA,NA,143,NA,NA,NA,NA
118170,126306,"Nemichthys scolopaceus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,2660,"Anguilliformes","Nemichthyidae","Nemichthys","Richardson, 1848","Slender snipe eel","bathypelagic",NA,0,4337,100,1000,130,NA,NA,NA,NA
391216,126310,"Venefica proboscidea","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9073,"Anguilliformes","Nettastomatidae","Venefica","(Vaillant, 1888)","Whipsnout sorcerer","bathydemersal",NA,385,2200,NA,NA,100,NA,NA,NA,NA
1789962,126313,"Dalophis imberbis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1789,"Anguilliformes","Ophichthidae","Dalophis","(Delaroche, 1809)","Armless snake eel","demersal","Ophichthinae",20,80,NA,NA,150,NA,NA,NA,NA
391186,126314,"Echelus myrus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,1713,"Anguilliformes","Ophichthidae","Echelus","(Linnaeus, 1758)","Painted eel","demersal","Ophichthinae",3,550,NA,NA,100,60,NA,NA,NA
2603885,126316,"Ophichthus rufus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1741,"Anguilliformes","Ophichthidae","Ophichthus","(Rafinesque, 1810)","Rufus snake-eel","demersal","Ophichthinae",90,130,NA,NA,60,NA,NA,NA,NA
1234705,126317,"Ophisurus serpens","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,1745,"Anguilliformes","Ophichthidae","Ophisurus","(Linnaeus, 1758)","Serpent eel","demersal","Ophichthinae",NA,300,NA,NA,250,100,NA,NA,NA
3014301,126318,"Pisodonophis semicinctus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,9097,"Anguilliformes","Ophichthidae","Pisodonophis","(Richardson, 1848)","Saddled snake eel","demersal","Ophichthinae",10,30,NA,NA,80,60,NA,NA,NA
182440,126319,"Serrivomer beanii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7477,"Anguilliformes","Serrivomeridae","Serrivomer","Gill & Ryder, 1883","Stout sawpalate","bathypelagic",NA,0,6000,NA,NA,78,NA,NA,NA,NA
473334,126320,"Serrivomer lanceolatoides","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,54589,"Anguilliformes","Serrivomeridae","Serrivomer","(Schmidt, 1916)","Bronze sawtooth eel","bathypelagic",NA,150,1000,NA,NA,65,NA,NA,NA,NA
121287,126323,"Histiobranchus bathybius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6958,"Anguilliformes","Synaphobranchidae","Histiobranchus","(Günther, 1877)","Deep-water arrowtooth eel","benthopelagic","Synaphobranchinae",295,5440,NA,2420,137,NA,NA,1.39999997615814,5.80000019073486
391182,126326,"Ilyophis brunneus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9103,"Anguilliformes","Synaphobranchidae","Ilyophis","Gilbert, 1891","Muddy arrowtooth eel","bathypelagic","Ilyophinae",450,3120,NA,NA,58,NA,NA,NA,NA
189493,126327,"Simenchelys parasitica","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9102,"Anguilliformes","Synaphobranchidae","Simenchelys","Gill, 1879","Snubnosed eel","bathydemersal","Simenchelyinae",100,3000,500,1800,61,NA,NA,3.5,9.19999980926514
118154,126328,"Synaphobranchus kaupii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9104,"Anguilliformes","Synaphobranchidae","Synaphobranchus","Johnson, 1862","Kaup's arrowtooth eel","bathydemersal","Synaphobranchinae",120,4800,400,2200,100,NA,NA,-1.10000002384186,9.80000019073486
1206987,126330,"Ijimaia loppei","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8088,"Ateleopodiformes","Ateleopodidae","Ijimaia","Roule, 1922","Loppe's tadpole fish","bathydemersal",NA,200,998,NA,NA,200,NA,NA,NA,NA
215336,126331,"Atherinomorus capricornensis","['Atherinomorus lacunosus']","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2020-09-24 06:35:24,NA,"Atheriniformes","Atherinidae",NA,"(Forster, 1801)",NA,NA,NA,1,39,NA,NA,25,NA,NA,NA,NA
509753,126332,"Alepisaurus brevirostris","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,2728,"Aulopiformes","Alepisauridae","Alepisaurus","Gibbs, 1960","Short snouted lancetfish","bathypelagic",NA,640,1591,NA,NA,96,70,NA,NA,NA
88653,126333,"Alepisaurus ferox","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,99,"Aulopiformes","Alepisauridae","Alepisaurus","Lowe, 1833","Long snouted lancetfish","bathypelagic",NA,0,1830,NA,NA,215,150,9000,NA,NA
172142,126334,"Anotopterus pharao","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-18 10:28:24,2729,"Aulopiformes","Anotopteridae","Anotopterus","Zugmayer, 1911","Daggertooth","bathypelagic",NA,0,5100,NA,NA,96,NA,NA,NA,NA
430081,126335,"Aulopus filamentosus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1698,"Aulopiformes","Aulopidae","Aulopus","(Bloch, 1792)","Royal flagfin","demersal",NA,50,1000,100,200,44,30,NA,NA,NA
